Product,SKU,Supplier Code,Brand,Supplier,Category,Tag,SKU Name,SKU,Image,Subtitle,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,Revenue,Cost of Goods Sold,Gross Profit,Margin (%),Tax
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / BT-50, Ford Ranger 06-11 / GDB3403; PN5800; NP5014 (Nisshinbo)",4260480923954,,4260480923954,0,0,0,20000,0,0,0,0,0,0,0,0,20000,8056,11944,0.5972,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / Nissan Terrano II, Mistral II, Ford Maverick / GDB1113; PN2213",3322937707492,,3322937707492,0,0,20000,0,0,0,0,0,0,0,0,0,20000,7010,12990,0.6495,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,Plaquette de Frein Premium / Arriere / Rav4 II 00-05 / GDB3279AT; PN1424; NP1081 (Nisshinbo),3322937710485,,3322937710485,0,0,0,0,0,0,0,0,0,18000,0,0,18000,7276,10724,0.59578,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / Harrier, Avensis Verso, Camry, Lexus ES/RX300 / GDB3152S; PN1401",3322937709496,,3322937709496,0,0,0,0,0,0,0,17000,0,0,0,0,17000,4641,12359,0.727,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Arriere / Grand Vitara, Primera, Juke, Qashquai, Infinity / GDB3294; PN2466; HF647M",3322938165895,,3322938165895,0,0,0,0,0,0,0,16500,0,0,0,0,16500,5665,10835,0.65667,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / Avant / Caldina, Corolla (Verso) _E12# / GDB3316S, PN1430",3446084,,3446084,0,0,0,0,0,0,0,0,16500,0,0,0,16500,5176,11324,0.6863,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / Suziki Jimny, Samurai / GDB383; PN9118; NP9006",3322937711086,,3322937711086,0,0,0,0,0,0,0,13500,0,0,0,0,13500,8148,5352,0.39644,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / L200 K6#, K7#, Nissan Maxima / GDB3327; PN2824",3322937710577,,3322937710577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / corolla _E16#, Yaris/Vitz _P9#,_P13#,_P15#, / GDB3460; HF683; NP1060",4260480924227,,4260480924227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plaquette de Frein Premium,3322937711314,,TRW,,,Châssis,"Plaquette de Frein Premium / Avant / Navara, Pathfinder III, qashquai, Murano, Infiniti / GDB3392S; PN2444",3322937710379,,3322937710379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastique,5010796070021,,,,,"Accessoire, Tôlerie","Mastique / National / Polyester / 3,5kg",MPN9000,,MPN9000,790000,580000,640000,470000,310000,110000,190000,90000,120000,230000,220000,200000,3950000,1845450.85599,2104549.14401,0.5328,0
Mastique,5010796070021,,,,,"Accessoire, Tôlerie","Mastique / National / Polyester / 1,5kg",MPN4500,,MPN4500,385000,165000,210000,200000,235000,233500,140000,200000,185000,135000,230000,125000,2443500,1138360.1825,1305139.8175,0.53413,0
Mastique,5010796070021,,,,,"Accessoire, Tôlerie","Mastique / National / Cellulo / 0,9kg",MCN5000,,MCN5000,0,0,132000,286000,220000,99000,110000,44000,27500,60500,60500,66000,1105500,453363.78814,652136.21186,0.5899,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Toyota C… / Avant, Droit / 333197 (BYK)",FSB333197,,FSB333197,16500,99000,132000,66000,82500,165000,98500,130000,61500,115500,66000,0,1032500,452943.67428,579556.32572,0.56131,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Toyota C… / Avant, Gauche / 333198 (BYK)",FSB333198,,FSB333198,33000,99000,99000,99000,99000,165000,65500,120000,58000,115500,66000,0,1019000,471036.55303,547963.44697,0.53775,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Avensis I, Carina E _T9# / Arriere, Gauche / 333113; 333108 (BYK)",333113,,333113,33000,49500,66000,72000,16500,66000,33000,145000,65000,115500,82500,82500,826500,403836.12575,422663.87425,0.51139,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Avensis I, Carina E _T9# / Arriere, Droit / 333112; 333107 (BYK)",333112,,333112,16500,49500,66000,72000,33000,66000,33000,110000,55000,99000,66000,99000,765000,361627.72035,403372.27965,0.52728,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla _E9# / Arriere, Gauche / 333052 (BYK)",BYK333052,,BYK333052,67000,0,50500,33000,50500,50500,42500,55000,85500,66000,33000,16500,550000,261173.80301,288826.19699,0.52514,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla _E9# / Arriere, Droit / 333051 (BYK)",587,,587,100000,0,50500,0,0,67000,52500,55000,82000,16500,49500,16500,489500,217012.4,272487.6,0.55667,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / 4Runner _N28#, FJ Cruiser, LC Prado _J15# / Avant, G/D / 340125; 340085",3445951,,3445951,0,75000,0,0,0,148000,0,0,0,75000,75000,0,373000,85305.2,287694.8,0.7713,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Land Cruiser _J9# / Avant, G/D / 341232 (BYK)",341232BYK,,341232BYK,63000,63000,0,63000,0,0,0,0,0,64000,63000,0,316000,63676,252324,0.79849,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Fortuner 05-UP / Arriere, G/D / 349017 (BYK)",4516916208288,,4516916208288,0,0,60000,0,0,0,0,55000,0,60000,0,0,175000,29106,145894,0.83368,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Fortuner, Hilux 05-UP / Avant, G/D / 341396 (BYK)",BYK341396,,BYK341396,0,0,0,0,0,0,0,0,0,0,112000,55000,167000,38547.33334,128452.66666,0.76918,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / i20, Accent 11-20, Kia Rio 11-17 / Arriere, G/D / 349098 (BYK)",3445711,,3445711,0,65000,0,0,0,0,0,0,70000,0,0,0,135000,29104,105896,0.78441,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Morning/Picanto 03-UP / Arriere, G/D / 348053; 343405",3446033,,3446033,0,0,0,0,0,0,0,0,65000,65000,0,0,130000,21236,108764,0.83665,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla _E10#, _E11# / Avant, Droit / 333236 (BYK)",333236,,333236,0,0,28500,25000,0,0,0,0,0,28000,0,27000,108500,36005,72495,0.66816,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla _E10#, _E11# / Avant, Gauche / 333237 (BYK)",333237,,333237,0,0,28500,25000,0,0,0,0,0,28000,0,27000,108500,36005,72495,0.66816,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Hyundai i30 07-17, Kia Cee'd / Arriere, G/D / 349084; 55311-2L200",3445666,,3445666,0,0,0,0,80000,0,0,0,0,0,0,0,80000,27904,52096,0.6512,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Kia Morning, Picanto 11-UP / Avant, Gauche / 54650-1Y200 (3320021)",3446581,,3446581,0,0,0,0,0,0,0,0,0,38000,0,38000,76000,17380,58620,0.77132,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Kia Morning, Picanto 11-UP / Avant, Droit / 54660-1Y200 (3320020)",3446582,,3446582,0,0,0,0,0,0,0,0,0,38000,0,38000,76000,17380,58620,0.77132,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Yaris IV _P15# / Arriere, G/D / 348090; 48530-0D660 (Dynomical)",646195,,646195,0,0,0,0,0,0,75000,-75000,75000,0,0,0,75000,14128,60872,0.81163,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Pajero/Montero V8#,V9# 06-UP / Avant, G/D / 341445 ()",597,,597,0,0,0,0,0,0,0,0,0,0,70000,0,70000,13272,56728,0.8104,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Santa Fe I, II, Kia Sorento II / Arriere, G/D / 553102B211; 3440028; 344500",994,,994,0,0,0,0,70000,0,0,0,0,0,0,0,70000,11088,58912,0.8416,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / ix35, Tucson, Sportage 10-UP / Avant, Droit / 54661-2S000, D334977",3446447,,3446447,0,0,0,0,0,0,32500,0,35000,0,0,0,67500,20832,46668,0.69138,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Accent 11-20, Kia Rio 11-17 / Avant, Gauche / 338107 (BYK)",3428745,,3428745,0,32500,0,0,0,0,0,0,0,32500,0,0,65000,18865.33333,46134.66667,0.70976,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Honda CRV I 95-02 / Arriere, G/D / 341261 (BYK)",594,,594,0,0,0,0,0,0,0,0,59500,0,0,0,59500,13482.66666,46017.33334,0.7734,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / ix35, Tucson, Sportage 10-UP / Avant, Gauche / 54651-2S000, D334978",3446448,,3446448,0,0,0,0,0,0,32500,0,24500,0,0,0,57000,20832,36168,0.63453,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Honda CRV I 95-02 / Avant, G/D / 341260 (BYK)",593,,593,0,0,0,0,0,0,0,0,51000,0,0,0,51000,12138,38862,0.762,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla ZZE12# 02-07 / Avant, Droit / 334323 (BYK)",1229,,1229,0,0,0,0,50000,0,0,0,0,0,0,0,50000,18015,31985,0.6397,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Tucson 04-10; Sportage 04-UP / Avant, Droit / 546512E500 (Abesta)",619,,619,0,0,0,0,0,45000,0,0,0,0,0,0,45000,16060,28940,0.64311,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Tucson 04-10; Sportage 04-UP / Avant, Gauche / 546612E500 (Abesta)",620,,620,0,0,0,0,0,45000,0,0,0,0,0,0,45000,16905,28095,0.62433,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Nissan Hardbody, NP3000, Navara, Pick UP / Arriere, G/D / 343367 (BYK)",918,,918,0,0,0,0,0,0,45000,0,0,0,0,0,45000,9526,35474,0.78831,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Santa Fe III 12, Kia Sorento 12-UP / Avant, Droit / 54661-2W200; 335624",160955,,160955,0,0,0,0,0,0,0,0,0,0,0,42000,42000,10846.5,31153.5,0.74175,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Santa Fe III 12, Kia Sorento 12-UP / Avant, Gauche / 54651-2W200; 335625",160956,,160956,0,0,0,0,0,0,0,0,0,0,0,42000,42000,11035.8,30964.2,0.73724,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Harrier, Lexus RX3## / Arriere, Droit / 334269 (BYK)",912,,912,0,0,0,0,0,0,0,35000,0,0,0,0,35000,8910,26090,0.74543,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Harrier, Lexus RX3## / Avant, Droit / 334261 (BYK)",914,,914,0,0,0,0,0,0,0,35000,0,0,0,0,35000,8580,26420,0.75486,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / SX-4, Vitara APK41# / Avant, Droit / 3358007",3446333,,3446333,0,0,0,0,0,0,32500,0,0,0,0,0,32500,9529,22971,0.7068,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Accent 11-20, Kia Rio 11-17 / Avant, Droit / 338106 (BYK)",3428744,,3428744,0,32500,0,0,0,0,0,0,0,0,0,0,32500,9529,22971,0.7068,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / SX-4, Vitara APK41# / Avant, Gauche / 3358008",3446334,,3446334,0,0,0,0,0,0,32500,0,0,0,0,0,32500,9529,22971,0.7068,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Harrier, Lexus RX3## / Arriere, Gauche / 334270 (BYK)",913,,913,0,0,0,0,0,0,0,27500,0,0,0,0,27500,8910,18590,0.676,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Harrier, Lexus RX3## / Avant, Gauche / 334262 (BYK)",915,,915,0,0,0,0,0,0,0,27500,0,0,0,0,27500,8988.33333,18511.66667,0.67315,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla _E10#, _E11# / Arriere, Gauche / 333117 (BYK)",3445183,,3445183,0,0,0,0,0,0,0,0,0,0,0,27000,27000,8967.4,18032.6,0.66787,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla ZZE12# 02-07 / Avant, Gauche / 334324 (BYK)",1230,,1230,0,0,0,0,25000,0,0,0,0,0,0,0,25000,9007.5,15992.5,0.6397,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla _E15#,_E17#,_E18# / Avant, Gauche / 339067; 339701 (BYK)",989,,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Yaris I, Vitz I 99-05 / Arriere, G/D / 343295 (FSB)",3445668,,3445668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Corolla _E10#, _E11# / Arriere, Droit / 333116 (BYK)",3445184,,3445184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Hyundai Sonata, Kia Optima 10-UP / Avant, Gauche / 54651-2T450",3431611,,3431611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortisseur standard,BYK334405,,,,Suspension et Direction / Amortisseurs,Châssis,"Amortisseur standard / Hyundai Sonata, Kia Optima 10-UP / Avant, Droit / 54661-2T450",3431610,,3431610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Carina E / 44250-20581,4425020581,,4425020581,220000,0,330000,215000,220000,220000,110000,210000,315000,220000,110000,0,2170000,921208.27562,1248791.72438,0.57548,0
cremaillère,4425012232,,,Southland,,Châssis,"cremaillère / Corolla _E8#, _E9#, _E10#, _E11# / 44250-12232, 44250-12560",4425012232,,32 Variants,110000,330000,0,0,0,220000,220000,105000,325000,0,0,0,1310000,529018.92454,780981.07546,0.59617,0
cremaillère,4425012232,,,Southland,,Châssis,"cremaillère / L200 KB_, KL_ 05-15 / MR333500",3445243,,3445243,185000,0,0,0,0,0,0,175000,0,0,635000,0,995000,275303.98922,719696.01078,0.72331,0
cremaillère,4425012232,,,Southland,,Châssis,"cremaillère / Pajero Montero V8#, V9# / 4410A139",3428747,,3428747,170000,180000,0,0,0,0,0,0,180000,0,0,0,530000,183889.83334,346110.16666,0.65304,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Hilux _N2# / 44250-0K040/0K230/0K890,3428748,,3428748,0,0,0,0,0,0,0,0,0,145000,145000,0,290000,96659.16666,193340.83334,0.66669,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Rav4 II _A2# / 44200-42120,1231,,1231,0,0,0,0,0,0,0,130000,0,0,0,135000,265000,86268,178732,0.67446,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Rav4 I _A1# / 44250-42100,44250-42100,,44250-42100,125000,0,0,0,0,0,0,0,0,125000,0,0,250000,90090,159910,0.63964,0
cremaillère,4425012232,,,Southland,,Châssis,"cremaillère / Fortuner _N15#,_N16#; Hilux _N12# 15-UP / 44250-0K740",3446315,,3446315,0,210000,0,0,0,0,0,0,0,0,0,0,210000,57172,152828,0.72775,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Land cruiser _J9# / 44200-60022,3445012,,3445012,0,0,185000,0,0,0,0,0,0,0,0,0,185000,61582,123418,0.66712,0
cremaillère,4425012232,,,Southland,,Châssis,"cremaillère / 4Runner, LC Prado _J12#, Lexus GX470 / 44200-35061",3428746,,3428746,172000,0,0,0,0,0,0,0,0,0,0,0,172000,64503.7,107496.3,0.62498,0
cremaillère,4425012232,,,Southland,,Châssis,"cremaillère / Fortuner _N5#, Hilux _N2#, _N3# / 44200-0K040",3445242,,3445242,165000,0,0,0,0,0,0,0,0,0,0,0,165000,58905,106095,0.643,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Rav4 III _A3# / 45510-42080; 45510-0R030,3445965,,3445965,0,0,0,0,0,0,0,155000,0,0,0,0,155000,32130,122870,0.79271,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Yaris _P15# / 45510-0D490,3446314,,3446314,0,0,0,0,0,0,0,130000,0,0,0,0,130000,26854,103146,0.79343,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Yaris II / 45510-0D170,45510-0D170,,45510-0D170,0,0,0,0,0,0,0,125000,0,0,0,0,125000,30345,94655,0.75724,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / Carina 2 / 44250-20181,4425020181,,4425020181,0,0,0,0,0,0,0,0,110000,0,0,0,110000,50873,59127,0.53752,0
cremaillère,4425012232,,,Southland,,Châssis,cremaillère / L200 KB# 05-UP / MR333501,MR333501,,MR333501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Boitier / Toyota C… / ST-EE90-23T; TO-04-23T,ST-EE90,,ST-EE90,127500,186500,110500,51000,102000,119000,179000,120000,168500,306000,85000,101500,1656500,266886.59206,1389613.40794,0.83889,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Transmission / Fortuner, Hilux, Hiace 05-UP, Pathfinder, Navara / TT-129 (Toyo); GUT-29 (GMB)",GUT-29,,GUT-29,135000,90000,81000,54000,60000,60000,28500,29000,15000,120000,135000,0,807500,225655.55628,581844.44372,0.72055,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / Hilux 97-06 / Hiace 85-UP / LC Prado J10# / J9# / TT-117LI (Toyo); GUT-17 (GMB),TT117,,TT117,84000,43000,53500,52000,10000,22000,43000,65000,74500,55000,75500,65000,642500,198505.31461,443994.68539,0.69104,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / L200 KB4 / KB9 / Pajero V1-V4 / KH#… / TM-199G (Toyo); GUM-99 (GMB),TM199G,,TM199G,70000,28000,97200,34700,0,28000,37500,0,79500,112000,42000,70000,598900,178377.34936,420522.65064,0.70216,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Transmission / Fortuner, Hilux _N2#, BT-50, Ranger, Terrano II… / GUT-25; GUN-48 (GMB); TMZ-115",GUT-25,,GUT-25,56000,97500,42000,56000,14000,0,54500,87500,13500,14000,98000,27500,560500,143353.46343,417146.53657,0.74424,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / LC Prado / Hilux / Fortuner / 4Runner / TT-123 (Toyo); GUT-23 (GMB),GUT23,,GUT23,10500,52500,63000,31500,0,31500,50500,47500,52500,43500,21000,52500,456500,144001.19656,312498.80344,0.68455,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / Mitsubishi 4G32 / TM-181 (Toyo); GUM-81 (GMB),GUM81,,GUM81,84000,10500,10500,21000,10500,21000,33500,9500,10500,42000,44500,21000,318500,63330.183,255169.817,0.80116,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Boitier / Toyota C… / ST-27-32T; TO-09-32T,ST-27-32T,,ST-27-32T,17000,0,17000,8500,26000,25500,22500,45000,49500,60000,8500,34000,313500,71393.01335,242106.98665,0.77227,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / L200 K6 /K7 / Pajero L04# / V2-V4… / TM-193G (Toyo); GUM-93 (GMB),TM193G,,TM193G,77000,44000,66000,0,0,11000,22000,19000,0,33000,11000,22000,305000,98112.67858,206887.32142,0.67832,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Boitier / Avensis II, Corolla 01-14, Rav4 II,III,IV, BMW X5 / 0116-MCV30 (Febest)",4056111113517,,4056111113517,0,0,92000,0,0,46000,0,44000,0,0,0,46000,228000,72808,155192,0.68067,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Boitier / Hiace / Hilux 88-05 / VW Taro / DGT-01-24T; T0-14-24T,DGT-01-24T,,DGT-01-24T,0,0,21000,0,11000,0,0,19000,11000,0,10500,22000,94500,30807,63693,0.674,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Boitier / Avensis I,II,Corolla E12#,E15#,Auris,Civic,Ford / TO-03-23TH (23TX33.9)",3445720,,3445720,12000,0,10000,10500,10500,0,10500,9000,0,20000,12000,0,94500,12670.2,81829.8,0.86592,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Boitier / Fortuner, Hilux 05-UP (5L) / DGT-09-29T (FTM)",3430520,,3430520,0,0,0,26000,0,0,0,0,26000,26000,0,13000,91000,24934,66066,0.726,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Boitier / Yaris/Starlet / ST-22T-SMALL (Tripod),ST-22T-SMALL,,ST-22T-SMALL,0,0,27000,0,0,18000,7000,14000,9000,9000,0,0,84000,16753.33335,67246.66665,0.80056,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Boitier / Fortuner, Hilux 05-UP (#KD, 2TR) / ST-040 (GMG) 29TH; 0116-KUN26 (Febest)",ST-040,,ST-040,0,0,0,43000,0,0,0,22000,0,0,0,0,65000,9876,55124,0.84806,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / 4Runner / Coaster / LC Prado _J7 /_J8 /J10# /J12# / TT-120 (Toyo); GUT-20 (GMB),TT120,,TT120,30000,15000,0,0,0,0,0,12000,0,0,0,0,57000,16638.85714,40361.14286,0.70809,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / L200 KB4 / Pajero V1-V9 / Pajero IO / L300… / TM-188 (Toyo); GUM-88 (GMB),TM188,,TM188,0,0,0,20000,27000,0,0,0,0,0,0,0,47000,10493.57814,36506.42186,0.77673,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Boitier / Avensis / ST-32T (Tripod),ST-32T-AVENSIS,,ST-32T-AVENSIS,0,0,0,0,0,22000,0,0,0,22000,0,0,44000,9071.4,34928.6,0.79383,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Transmission / Navara, Hardbody, NP300, Terano, Pathfinder… / GUN46 (GMB)",GUN-46,,GUN-46,0,0,33000,11000,0,0,0,0,0,0,0,0,44000,12303.73332,31696.26668,0.72037,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Boitier / N/A / ST-9T-24T (GMG); (24 dents),ST9T24T,,ST9T24T,8500,0,0,8500,0,8500,17000,0,0,0,0,0,42500,9098.7037,33401.2963,0.78591,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Boitier / 4Runner, FJC, LC Prado _J12#,_J15#, Lexus GX / ST-L2P-2080-30T; TO-67-30TH",3445738,,3445738,0,0,0,0,0,20000,20000,0,0,0,0,0,40000,6784,33216,0.8304,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / L200 KB4 / Pajero V1-V9 / Pajero IO / L300… / TM-191G (Toyo); GUM-91 (GMB),TM191G,,73 Variants,0,0,0,10500,0,0,0,9500,0,0,0,12000,32000,10134.50751,21865.49249,0.6833,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Transmission / Pajero io, Terrano II / GUN-53 (GMB)",3445094,,3445094,0,0,30600,0,0,0,0,0,0,0,0,0,30600,4998,25602,0.83667,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / Hiace / Hilux 88-05 / VW Taro / TT-112 (Toyo); GUT-12 (GMB),TT112,,TT112,0,0,0,0,0,0,0,0,0,0,0,30000,30000,2982.53085,27017.46915,0.90058,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Transmission / Navara (NP300) D22, D40, Pathfinder, Terrano II / TN-150-N(Toyo)",3445093,,3445093,0,30000,0,0,0,0,0,0,0,0,0,0,30000,16600,13400,0.44667,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Boitier / 4Runner, FJC, LC Prado _J12#,_J15#, Lexus GX / 0116-GRJ120 (Febest)",4056111128887,,4056111128887,0,0,0,0,0,25000,0,0,0,0,0,0,25000,10556,14444,0.57776,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / Hiace / Hilux 88-05 / VW Taro / GUT-12 (Tova),GUT-12,,GUT-12,0,0,0,0,0,0,0,0,0,0,24000,0,24000,5710,18290,0.76208,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Transmission / NP300, Truck, Navara, Teranno… / GUN-29 (GMB)",3444150,,3444150,0,0,11000,11000,0,0,0,0,0,0,0,0,22000,8210,13790,0.62682,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / Mazda B… / Ford Ranger / Kia sorento / TMZ-09 (Toyo); GUMZ-9 (GMB),GUMZ-9,,GUMZ-9,10500,0,0,10500,0,0,0,0,0,0,0,0,21000,9527.29412,11472.70588,0.54632,0
Croisillon,TM191G,,,,,Châssis,Croisillon / Transmission / Rav4 II / Highlander / Lexus RX_ / GUT-24 (GMB),GUT-24,,GUT-24,0,0,10500,0,0,0,0,0,9500,0,0,0,20000,6244.8,13755.2,0.68776,0
Croisillon,TM191G,,,,,Châssis,"Croisillon / Boitier / Avensis I,II,Corolla E12#,E15#,Auris,Civic,Ford / 2116-FOC20 (23TX33.9)",3445697,,3445697,0,0,0,0,0,0,16500,0,0,0,0,0,16500,5457.5,11042.5,0.66924,0
